advisor,author,project_format,title,year,title_word_count,title_clean
Holloway,"Fiondella , Francesco",Print,Safely Reaching Port: A Decade Of Children'S Environmental Health,2001,9,safely reaching port decade childrens environmental health
Gordy,"Flanagan, Jane",Print,"""The New Newark"": Myth Or Reality?",2001,6,newark myth reality
Gordy,"Fogerty, Elizabeth A.",Print,An Uphill Battle: John Mccain'S Fight For Ballot Access In The New York Presidential Primary,2001,15,uphill battle john mccains fight ballot access presidential primary
Tucher,"Ford, James",Print,Dave Garroway: In Search Of Peace And Courage,2001,8,dave garroway search peace courage
Lipton,"Foriel-Destezet, Alix",Print,For Better Or For Worse: Education In The Bronx,2001,9,better worse education bronx
Garland,"Fortune, Shelley J.",Print,The Rules Craze: Why Modern Women Are Reverting To Passive Dating Roles,2001,12,rules craze modern women reverting passive dating roles
Holloway,"George, Douglas",Print,A Whisper In The Reeds: Are Constructed Wetlands Luring Wildlife Into Toxic Soups?,2001,13,whisper reeds constructed wetlands luring wildlife toxic soups
Cornog,"Getches, Catherine",Print,The Harvard Man,2001,3,harvard man
Porter,"Gibbons, Timothy",Print,Spiked: A Journey Into The Life Of Modern American Hobos,2001,10,spiked journey life modern american hobos
Mccarthy,"Giuffo, John",Print,Out Of Bounds: Mayor Giuliani'S Love-Hate Relationship With The Law,2001,10,bounds mayor giulianis lovehate relationship law
Goldman,"Glover, Hannah",Print,Banding Together And Marching Forward: The Jackie Robinson Steppers,2001,9,banding together marching forward jackie robinson steppers
Ross,"Goldfarb, Jeffrey",Print,Daddy'S Little Girl: Where Are All The Daughters When It Comes To Family-Owned Businesses?,2001,14,daddys little girl daughters comes familyowned businesses
Shapiro,"Godvin, Tara",Print,Tough Judge: One Example Of Judicial Discretion In The Bronx,2001,10,tough judge one example judicial discretion bronx
Dribben,"Goetz, Kaomi",Radio,Harlem'S Second Renaissance,2001,3,harlems second renaissance
Ross,"Gorta, William J.",Print,The Queen Of Kings: A Cult Grows In Brooklyn.,2001,9,queen kings cult grows brooklyn
Holloway,"Graham, Sarah",Print,"Hands, Strings And Manifestos: American Puppetry Undergoes A Renaissance",2001,9,hands strings manifestos american puppetry undergoes renaissance
Wald,"Gray, Justin A.",Print,"The Mountain State, Coal Country Or Both?",2001,7,mountain state coal country
Porter,"Grieshaber, Kirsten U.",Print,Living Not Dying: Children With Aids In New York City,2001,10,living dying children aids
Dribben,"Griffith, Brandis M.",Radio,The Color Of Ballet,2001,4,color ballet
Svoboda,"Grindlinger, Daniel",Print,When Fowl Is Fair: Cockfighting In Louisiana,2001,7,fowl fair cockfighting louisiana
Padwe,"Grocer, Stephen D.",Print,Divided They Stand: Hip-Hop And The Nba,2001,7,divided stand hiphop nba
Pavlik/Sreenivasan,"Gruber, David",New Media,Beneath The Hudson: Exploring The River'S Hidden Depths,2001,8,beneath hudson exploring rivers hidden depths
Shapiro,"Guarino, Tina",Print,"I Witness Testimony: I See, Therefore It Is. Or Is It? Can Eyewitness Testimony Be Trusted?",2001,16,witness testimony see therefore eyewitness testimony trusted
Muha,"Gull, Nicole",Print,Keeping The Faith: Catholic Priests Confront Cultural Difference From The Pulpit,2001,11,keeping faith catholic priests confront cultural difference pulpit
Dinges,"Gurland, Hazel M.",Radio,Mothers In Mourning,2001,3,mothers mourning
Padwe,"Hale, Nathan",Print,"The Mouse That Didn'T Roar: For The Xfl, The Hype Fizzled",2001,11,mouse didnt roar xfl hype fizzled
Agus,"Hawley, Charles G.",Print,Studied Failure: A Look At English Language Education In New York City Schools,2001,13,studied failure look english language education schools
Pavlik,"Hayward, Sophie",Print,Murder Pastoral: A Death In Genteel America,2001,7,murder pastoral death genteel america
Gissler,"Hoffman, Kevin",Print,Infected And In Love: How Couples Cope When One Partner Has Hiv And The Other Does Not,2001,17,infected love couples cope one partner hiv
Agus,"Horn, Gabi",Print,Bodies Out Of Balance,2001,4,bodies balance
Joffe,"Houze, David",Radio,The Pullman Porters' Struggle For Equality On The Railroads,2001,9,pullman porters struggle equality railroads
Benedict,"Howard, Caroline L.",Print,A Family Affair: Treating Substance-Abusing Parents,2001,6,family affair treating substanceabusing parents
Porter,"Huang, Renata",Print,The Idol And The Cross: Religion In New York'S Chinatown,2001,10,idol cross religion yorks chinatown
Dinges,"Hughes, Carleste",Print,"Across New York, Arab Americans Get Going Politically: Strategies But Not Goals Differ",2001,13,across arab americans get going politically strategies goals differ
Garland,"Hunt, Kathy L.",Print,Leaving Foster Care,2001,3,leaving foster care
Pavlik,"Irving, Jamie",Print,Good Businessman -- Great Publisher: The Story Of Rea Hederman,2001,10,good businessman great publisher story rea hederman
Lipton,"Ito, Yuri",Video,90 Days-- New York City And The Subsidized Housing Crisis,2001,10,90 days subsidized housing crisis
Garland,"Ives, Nat",Print,Hiv Goes The Distance,2001,4,hiv goes distance
Ross,"Jaleshgari, Ramin P.",Print,The Queen Of Kings: A Cult Grows In Brooklyn.,2001,9,queen kings cult grows brooklyn
Mantel,"Jean, Grace",Radio,Bariatric Surgery,2001,2,bariatric surgery
Buckley,"Jones, Jamie",Print,Latanisha'S Cry,2001,2,latanishas cry
Ross,"Jung, C. Rae",Print,"East Natural Story: A Greengrocer, Mexican Workers, And A Labor Union",2001,11,east natural story greengrocer mexican workers labor union
Sreenivasan,"Jung, Dan",New Media,The Struggle For The Lower East Side,2001,7,struggle lower east side
Garland,"Kamlani, Tarannum",Print,Embracing Muhummad: American-Born Converts To,2001,5,embracing muhummad americanborn converts
Navasky,"Karsin, Nicole",Print,Operation Wild Card: The Policy Of Hypocrisy,2001,7,operation wild card policy hypocrisy
Goldstein,"Ker, Munthit",Print,Arranged Marriages: A New Generation Of Cambodian Americans Speak Out,2001,10,arranged marriages generation cambodian americans speak
Muha,"Kitchenman, Andrew",Print,Advocate Joins Chaplains Meeting Changing Needs,2001,6,advocate joins chaplains meeting changing needs
Goldman,"Klein, Philip",Print,"Otb: A Journey Into The World Of Win, Place Or Show",2001,11,otb journey world win place show
Lipton,"Knerrich, Stefan",Video,From Third Reich To Third Generation,2001,6,third reich third generation
Klatell,"Kopp, Emily",Print,Dribbling In The Church Basement: Ernie Lorch'S Riverside Hawks,2001,9,dribbling church basement ernie lorchs riverside hawks
Hancock,"Kordova, Shoshana",Print,The Gender Gap In Computer Science: Women Do Ok Yet Girls Stay Away,2001,13,gender gap computer science women ok yet girls stay away
Holloway,"Kovach, Gretel Christina",Print,King Cops: A Memphis Model For Policing And The Mentally Ill,2001,11,king cops memphis model policing mentally ill
Garland,"Kratochvil, Michaela",Print,When Mom And Dad Don'T Speak English: Immigrant Children As Language Brokers,2001,12,mom dad dont speak english immigrant children language brokers
Ross,"Krug, Francois",Print,The Last Squatters Of The Lower East Side,2001,8,last squatters lower east side
Freedman,"Kundnani, Hans",Print,The Latino Officers' Association,2001,4,latino officers association
Tucher,"Ladd, Donna",Print,Unfinished Business: Mississippi Struggles With Racist Past And Present,2001,9,unfinished business mississippi struggles racist past present
Gordy,"Lamadrid, Maria",Print,"The Second Wave: Union City, New Jersey, Where Have All The Cubans Gone?",2001,13,second wave union jersey cubans gone
Hancock,"Lambert, Laura Jin Joo",Print,Early Options: The Promise And Reality Of Medical Abortion,2001,9,early options promise reality medical abortion
Isaacs,"Larson, Eugenie",Print,Flying While Arab: The Profile Of A Terrorist,2001,8,flying arab profile terrorist
Dinges,"Le, Viet",Radio,The Hidden Lives Of Hotel Housekeepers,2001,6,hidden lives hotel housekeepers
Carey,"Lebun, Botumroath Keo",Print,Dancing With The Dragon,2001,4,dancing dragon
Garland,"Lee, Catherine",Print,The Invisible Race,2001,3,invisible race
Coyne,"Lee, Chris",Print,Lama American Style,2001,3,lama american style
Garland,"Lee, Monica",Print,Up Against The Wall,2001,4,wall
Padwe,"Leeder, Sara",Print,The Cell Phone Revolution: Linking Us Together Or Tearing Us Apart?,2001,11,cell phone revolution linking us together tearing us apart
Wolff,"Levin, Amanda",Print,Family Tree Interrupted: A Child Of The Holocaust Seeks Justice For His Father'S 73-Year-Old Unpaid Life Insurance Policy,2001,18,family tree interrupted child holocaust seeks justice fathers 73yearold unpaid life insurance policy
Williston,"Lewis, Katharine",Print,Dominican Extradition,2001,2,dominican extradition
Topping,"Lipton, Joshua",Print,From Ethnic Neighborhood To Tourist Trap: The Evolution Of Manhattan'S Little Italy,2001,12,ethnic neighborhood tourist trap evolution manhattans little italy
Muha,"Loewenberg, Anna Sophie",Print,In Search Of Double Happiness: The Chinese Dating Scene In New York City,2001,13,search double happiness chinese dating scene
Shapiro,"Lyon, Julia",Print,Jim Mcmanus The Survivor: A Politician Who Refuses To Play By Today'S Rules,2001,13,jim mcmanus survivor politician refuses play todays rules
Shapiro,"Madden, Christopher",Print,Sculpting With Turkey Pate,2001,4,sculpting turkey pate
Buckley,"Magratten , Drew",Print,Welcome To Farmingville,2001,3,welcome farmingville
Klatell,"Mah, Helen",Print,Jeremy Wilson: A Life,2001,4,jeremy wilson life
Wald,"Makali, David",Print,Do Good Or Feel Good? Cpj And The Campaign For Press Freedom In Africa,2001,14,good feel good cpj campaign press freedom africa
Tucher,"Martin, Janet",Print,A Different Place,2001,3,different place
Cornog,"Mase, Angeles",Print,A Sad Thought That Can Be Danced: Tango In New York,2001,11,sad thought danced tango
Topping,"Matsuoka, Taro",Print,Kenny,2001,1,kenny
Wolff,"Matusow, Catherine",Print,The Writer'S Torture: Heidi Julavits And Her First Novel,2001,9,writers torture heidi julavits first novel
Lipton,"Mcdaniel, Sandra",Print,"Youth Court: For Teens, By Teens",2001,6,youth court teens teens
Gissler,"Mclaughlin, Chantal",Print,Chronic Fatigue Syndrome: An Illness Encircled By,2001,7,chronic fatigue syndrome illness encircled
Ross,"Medaglia, Angelica",Print,Trafficking In Women And Children,2001,5,trafficking women children
Padwe,"Mehdian, Shandray",Print,When The Curtains Come Down: A Dancer'S Destiny,2001,8,curtains come dancers destiny
Shapiro,"Melone, Katie",Print,Catholic Crisis: One Woman'S Journey In Religious Life,2001,8,catholic crisis one womans journey religious life
Isaacs,"Meyers, Caryn",Print,Closing Time: Former Dot-Com Employees Move On With Memories Of A Revolution,2001,12,closing time former dotcom employees move memories revolution
Lipton,"Migliorelli, Kara",Video,90 Days-- New York City And The Subsidized Housing Crisis,2001,10,90 days subsidized housing crisis
Agus,"Miller, Sara B.",Print,Sugar: Slavery And Subsidy,2001,4,sugar slavery subsidy
Lipton,"Mitchell, Charles",Print,The Long Walk To The Altar: Two Same-Sex Couples Battle For The Right To Marry,2001,15,long walk altar two samesex couples battle right marry
Janeway,"Mooallem, Stephen",Print,"All Tomorrow'S Parties: The ""Limelight"" And The Remaking Of New York Nightlife",2001,12,tomorrows parties limelight remaking nightlife
Dribben,"Mott, Ronald D.",Radio,The Italian Way: Five Stories Of Making It In America,2001,10,italian way five stories making america
Goldman,"Myers, Rebecca",Print,Looking Forward Into The Past: African Americans Search For Their Roots,2001,11,looking forward past african americans search roots
Pavlik,"Neergaard , Iben De",Print,Mission Impossible? Recruiting Minority Youth For New York'S Finest,2001,9,mission impossible recruiting minority youth yorks finest
Coyne,"New, Catherine",Print,Garbage: New York After Fresh Kills,2001,6,garbage fresh kills
Wald,"Newton-Small, Jay",Video,The Witches Of New York,2001,5,witches
Ross,"Nguyen, Hoa",Print,"Three Districts, Five City Council Candidates, And A First For Queens",2001,11,three districts five council candidates first queens
Freedman,"Nitze, Samuel P.",Print,The Rikers Island Treatment: New York City'S Mentally Ill Behind Bars,2001,11,rikers island treatment citys mentally ill behind bars
Porter,"Noel, Josh",Print,"A Bit Too Private: As Competition Increases To Get Into New York'S Private Schools, So Does The Agony",2001,18,bit private competition increases get yorks private schools agony
Hancock,"Nolan, Rebecca",Print,"Life After Death: A Decade After Her Son'S Murder, Carolee Brooks Searches For Peace",2001,14,life death decade sons murder carolee brooks searches peace
Buckley,"Novack, E. Kate",Print,Fashion Meets Art And The Challenges Of Independent Magazine Publishing,2001,10,fashion meets art challenges independent magazine publishing
Gordy,"O'Donnell , Lynn",Print,Do Not Go Gently: A Family Coping With Multiple Sclerosis,2001,10,go gently family coping multiple sclerosis
Shapiro,"O'Donnell , Michelle",Print,"In East Harlem, A Report From Engine 53 And Ladder 43",2001,11,east harlem report engine 53 ladder 43
Klatell,"Oehmke, Philipp",Print,Dethroned: How The King Of The South Bronx Fell,2001,9,dethroned king south bronx fell
Tucher,"Ojito, Mirta",Print,The Roots Of Mariel,2001,4,roots mariel
Agus,"Olm, Colin",Print,That Vision Thing: Laser Eye Surgery,2001,6,vision thing laser eye surgery
Isaacs,"Onial, Devyani",Print,Rite Of Passage: Same-Sex Couples And Immigration,2001,7,rite passage samesex couples immigration
Pavlik/Sreenivasan,"Paixao, Ana Claudia",New Media,"Exiled In New York: 25 Years Since The Beginning Of The Argentinean ""Dirty War""",2001,14,exiled 25 years since beginning argentinean dirty war
Gordy,"Palmer, James",Print,United Nations Peacekeeping: A New Beginning Or The End?,2001,9,united nations peacekeeping beginning end
Padwe,"Patil, Anita",Print,A Reputation At Stake: How A New York City School Teacher Fought Cheating Allegations,2001,14,reputation stake school teacher fought cheating allegations
Ross,"Patrick, Margot",Print,Mentoring Looks To Online Heroes,2001,5,mentoring looks online heroes
Navasky,"Pearson, Erica",Print,Free And Green: A Pre-School Teacher Dukes It Out With The Mayor Over The Future Of Liberty State Park,2001,19,free green preschool teacher dukes mayor future liberty state park
Mccarthy,"Perera, Malini Andrea",Print,Larry Lader: An Abortion Rights Activist Contemplates Life After Bush,2001,10,larry lader abortion rights activist contemplates life bush
Dinges,"Pergam, Andrew",Radio,Scientific Convictions: Dna As Evidence,2001,5,scientific convictions dna evidence
Hancock,"Perrone, Janice",Print,"Whose Organ Is It, Anyway?",2001,5,whose organ anyway
Svoboda,"Petrocelli, Michael R.",Print,Aish Hatorah And The Return To Orthodoxy,2001,7,aish hatorah return orthodoxy
Svoboda,"Pettyfer, Robin",Print,Reintegration Of Former Convicts -- Why They Keep On Going Back For More,2001,13,reintegration former convicts keep going back
Dribben,"Pihl, Sarah",Radio,The Cycle Of Violence: Cruelty To Animals And Violence Against Humans,2001,11,cycle violence cruelty animals violence humans
